"","FIPS","V1","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","REPDIST","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Location","RPT_DELAY","RPT_DELAY_1DAY","RPT_DELAY_1WEEK","RPT_DELAY_1MONTH","RPT_DELAY_MONTHS","lat","lon","OBJECTID","COUNTY","STATE","POPULATION","SQMI","ID","sourceCoun","ENRICH_FID","aggregatio","HasData","CIVLBFR_CY","EMP_CY","INDAGRI_CY","INDMIN_CY","INDCONS_CY","INDMANU_CY","INDWHTR_CY","INDRTTR_CY","INDTRAN_CY","INDUTIL_CY","INDINFO_CY","INDFIN_CY","INDRE_CY","INDTECH_CY","INDMGMT_CY","INDADMN_CY","INDEDUC_CY","INDHLTH_CY","INDARTS_CY","INDFOOD_CY","INDOTSV_CY","INDPUBL_CY","UNEMP_CY","UNEMPRT_CY","pop.total","pop.male","pop.u20","pop.20.64","pop.o64","pop.married","pop.white","pop.black","pop.native","pop.asian","pop.pacific","pop.latino","occupants.1.5","rent.35.income","occ.units","pop.single.hh","hh.size","no.school","poverty","med.income","pop.no.insur","pop.unempl","vict.white","vict.black","vict.latin","vict.asian"
"1084","06037134521",793370,152104979,"2015-01-22","2015-01-20",2000,21,"Topanga",2126,121,"RAPE, FORCIBLE","0500 0526 0533 0558 1258",13,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,812,NA,NA,"7600    MILWOOD                      AV","","(34.2083, -118.5943)",2,0,1,1,0,34.2083,-118.5943,"1303","Los Angeles","CA","3445",0.14,"302","US","1303","BlockApportionment:US.BlockGroups","1","1841","1801","0","0","268","253","33","37","91","9","0","2","86","0","0","154","55","217","0","537","59","0","40",2.2,3319,59.9,33.4,65,1.59999999999999,11.6902681530582,60,3.4,0,7.3,0.1,87,10.2,61.6,764,28.261524555589,4.55,54.5,33.8,41848,10.2,4,0,0,1,0
"1085","06037134521",1210110,172118678,"2017-10-23","2017-10-02",530,21,"Topanga",2137,121,"RAPE, FORCIBLE","1402 2000 0519",42,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,821,998,NA,"7300    VARIEL                       AV","","(34.2029, -118.5929)",21,0,0,1,0,34.2029,-118.5929,"1303","Los Angeles","CA","3445",0.14,"302","US","1303","BlockApportionment:US.BlockGroups","1","1841","1801","0","0","268","253","33","37","91","9","0","2","86","0","0","154","55","217","0","537","59","0","40",2.2,3319,59.9,33.4,65,1.59999999999999,11.6902681530582,60,3.4,0,7.3,0.1,87,10.2,61.6,764,28.261524555589,4.55,54.5,33.8,41848,10.2,4,0,0,1,0
"1086","06037134521",583602,142112383,"2014-07-01","2014-05-01",2000,21,"Topanga",2136,121,"RAPE, FORCIBLE","0527 0545 1259",15,"M","H",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"7400    VARIEL                       AV","","(34.2047, -118.5929)",61,0,0,0,1,34.2047,-118.5929,"1303","Los Angeles","CA","3445",0.14,"302","US","1303","BlockApportionment:US.BlockGroups","1","1841","1801","0","0","268","253","33","37","91","9","0","2","86","0","0","154","55","217","0","537","59","0","40",2.2,3319,59.9,33.4,65,1.59999999999999,11.6902681530582,60,3.4,0,7.3,0.1,87,10.2,61.6,764,28.261524555589,4.55,54.5,33.8,41848,10.2,4,0,0,1,0
"1087","06037134521",394719,132118579,"2013-11-19","2013-11-18",2100,21,"Topanga",2126,121,"RAPE, FORCIBLE","1402 1258 0527 1415 0532 0360 0536",NA,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JA","Juv Arrest",121,998,NA,NA,"21200    SATICOY                      ST","","(34.2083, -118.5943)",1,1,1,1,0,34.2083,-118.5943,"1303","Los Angeles","CA","3445",0.14,"302","US","1303","BlockApportionment:US.BlockGroups","1","1841","1801","0","0","268","253","33","37","91","9","0","2","86","0","0","154","55","217","0","537","59","0","40",2.2,3319,59.9,33.4,65,1.59999999999999,11.6902681530582,60,3.4,0,7.3,0.1,87,10.2,61.6,764,28.261524555589,4.55,54.5,33.8,41848,10.2,4,0,0,1,0
"1088","06037134522",798266,152114028,"2015-08-10","2015-05-31",230,21,"Topanga",2136,121,"RAPE, FORCIBLE","1814 0527 0515 0532",33,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"7500    ALABAMA                      AV","","(34.2065, -118.5991)",71,0,0,0,1,34.2065,-118.5991,"1304","Los Angeles","CA","3956",0.24,"303","US","1304","BlockApportionment:US.BlockGroups","1","1884","1801","17","0","178","199","13","253","34","0","40","32","48","73","0","151","159","89","18","285","133","79","83",4.4,3757,51.6,33.8,60.5,5.69999999999999,17.4075059888209,59.7,2.6,3.9,6.1,0.2,76.7,15.2,54.4,1271,16.8219323928666,2.725,35.6,27,34253,18,8.5,0,0,1,0
"1089","06037134522",1170863,172100884,"2017-08-29","2017-08-29",1,21,"Topanga",2136,121,"RAPE, FORCIBLE","0552 0527",13,"F","F",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,812,NA,NA,"7300    VARIEL                       AV","","(34.2047, -118.5994)",0,1,1,1,0,34.2047,-118.5994,"1304","Los Angeles","CA","3956",0.24,"303","US","1304","BlockApportionment:US.BlockGroups","1","1884","1801","17","0","178","199","13","253","34","0","40","32","48","73","0","151","159","89","18","285","133","79","83",4.4,3757,51.6,33.8,60.5,5.69999999999999,17.4075059888209,59.7,2.6,3.9,6.1,0.2,76.7,15.2,54.4,1271,16.8219323928666,2.725,35.6,27,34253,18,8.5,0,0,0,0
"1090","06037134522",1020594,162119308,"2016-11-13","2016-11-13",430,21,"Topanga",2136,121,"RAPE, FORCIBLE","0527",51,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"21900    COHASSET                     ST","","(34.2065, -118.6044)",0,1,1,1,0,34.2065,-118.6044,"1304","Los Angeles","CA","3956",0.24,"303","US","1304","BlockApportionment:US.BlockGroups","1","1884","1801","17","0","178","199","13","253","34","0","40","32","48","73","0","151","159","89","18","285","133","79","83",4.4,3757,51.6,33.8,60.5,5.69999999999999,17.4075059888209,59.7,2.6,3.9,6.1,0.2,76.7,15.2,54.4,1271,16.8219323928666,2.725,35.6,27,34253,18,8.5,1,0,0,0
"1091","06037134710",1017855,162114588,"2016-08-15","2016-08-05",120,21,"Topanga",2138,121,"RAPE, FORCIBLE","0527 2000",25,"F","H",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"20600    VALERIO                      ST","","(34.2047, -118.5819)",10,0,0,1,0,34.2047,-118.5819,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1092","06037134710",1140760,172105567,"2017-01-30","2017-01-30",1700,21,"Topanga",2138,121,"RAPE, FORCIBLE","0527 0556 1258",NA,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,813,998,NA,"20300    COHASSET                     ST","","(34.2071, -118.5754)",0,1,1,1,0,34.2071,-118.5754,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1093","06037134710",583153,142111578,"2014-06-18","2014-06-17",1200,21,"Topanga",2138,121,"RAPE, FORCIBLE","2000 0527 1402 1415 0519",42,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"20400    SATICOY                      ST","","(34.2083, -118.5776)",1,1,1,1,0,34.2083,-118.5776,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1094","06037134710",1186191,172116556,"2017-09-08","2017-09-08",700,21,"Topanga",2138,121,"RAPE, FORCIBLE","0401 1813 0527 2000 0344",27,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"20400    SATICOY                      ST","","(34.2083, -118.5776)",0,1,1,1,0,34.2083,-118.5776,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1095","06037134710",309409,122112677,"2012-07-03","2011-12-25",2100,21,"Topanga",2118,121,"RAPE, FORCIBLE","1258 0554 0527 1402",13,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,980,NA,NA,"7600    MASON                        AV","","(34.2083, -118.5798)",191,0,0,0,1,34.2083,-118.5798,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1096","06037134710",793810,152105853,"2015-02-11","2015-01-24",1200,21,"Topanga",2138,121,"RAPE, FORCIBLE","1206",42,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"20400    SATICOY                      ST","","(34.2083, -118.5776)",18,0,0,1,0,34.2083,-118.5776,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1097","06037134710",1015955,162111271,"2016-06-06","2016-06-06",700,21,"Topanga",2138,121,"RAPE, FORCIBLE","1259 0515 0556",11,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"20300    COHASSET                     ST","","(34.2071, -118.5754)",0,1,1,1,0,34.2071,-118.5754,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1098","06037134710",1186363,172117139,"2017-09-19","2017-09-19",1330,21,"Topanga",2138,121,"RAPE, FORCIBLE","1814 0444 0500",38,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"20400    SATICOY                      ST","","(34.2083, -118.5776)",0,1,1,1,0,34.2083,-118.5776,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,1,0,0,0
"1099","06037134710",305769,122105506,"2012-02-01","2012-02-01",330,21,"Topanga",2138,121,"RAPE, FORCIBLE","1402 0527 1820",21,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"20300    SHERMAN                      WY","","(34.201, -118.5754)",0,1,1,1,0,34.201,-118.5754,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1100","06037134710",308431,122110875,"2012-05-24","2011-12-17",2100,21,"Topanga",2118,121,"RAPE, FORCIBLE","0360 0400 0443 0527 1258 1402",13,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,998,NA,NA,"7600    MASON                        AV","","(34.2083, -118.5798)",159,0,0,0,1,34.2083,-118.5798,"1305","Los Angeles","CA","5497",0.22,"304","US","1305","BlockApportionment:US.BlockGroups","1","2919","2756","94","0","336","287","89","279","52","0","20","80","45","95","0","247","33","378","17","447","257","0","163",5.6,5945,50.4,30.2,62.7,7.09999999999999,16.5012615643398,28.9,3,0.9,12.8,0,73.1,13,52.2,1651,13.9444911690496,3.3,34.5,32,40996,10,5.1,0,0,1,0
"1101","06037134720",390014,132109697,"2013-05-09","2013-05-08",1,21,"Topanga",2139,121,"RAPE, FORCIBLE","1415 0400 1402",32,"F","B",505,"MOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,998,NA,NA,"7400    WINNETKA                     AV","","(34.2047, -118.571)",1,1,1,1,0,34.2047,-118.571,"1306","Los Angeles","CA","4518",0.38,"305","US","1306","BlockApportionment:US.BlockGroups","1","2442","2327","0","0","296","178","156","180","71","18","85","70","25","80","0","156","124","516","51","77","178","66","115",4.7,4576,50,21,68.5,10.5,21.6127622377622,40.2,7,3.3,23.5,0.6,47.4,4.5,52.9,1570,22.8802447552448,2.89,24.7,11.1,62326,20.1,7.3,0,1,0,0
"1102","06037134720",1240682,172111152,"2017-05-24","2017-05-23",2245,21,"Topanga",2139,121,"RAPE, FORCIBLE","1402 0519 0527 1259 1814",15,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",121,998,NA,NA,"7400    QUARTZ                       AV","","(34.2047, -118.5643)",1,1,1,1,0,34.2047,-118.5643,"1306","Los Angeles","CA","4518",0.38,"305","US","1306","BlockApportionment:US.BlockGroups","1","2442","2327","0","0","296","178","156","180","71","18","85","70","25","80","0","156","124","516","51","77","178","66","115",4.7,4576,50,21,68.5,10.5,21.6127622377622,40.2,7,3.3,23.5,0.6,47.4,4.5,52.9,1570,22.8802447552448,2.89,24.7,11.1,62326,20.1,7.3,1,0,0,0
"1103","06037134720",1210174,172118846,"2017-10-25","2017-10-24",1930,21,"Topanga",2139,121,"RAPE, FORCIBLE","0906 0421 0527 1259 1402",15,"F","W",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"7400    WINNETKA                     AV","","(34.2047, -118.571)",1,1,1,1,0,34.2047,-118.571,"1306","Los Angeles","CA","4518",0.38,"305","US","1306","BlockApportionment:US.BlockGroups","1","2442","2327","0","0","296","178","156","180","71","18","85","70","25","80","0","156","124","516","51","77","178","66","115",4.7,4576,50,21,68.5,10.5,21.6127622377622,40.2,7,3.3,23.5,0.6,47.4,4.5,52.9,1570,22.8802447552448,2.89,24.7,11.1,62326,20.1,7.3,1,0,0,0
"1104","06037134720",1147259,172111605,"2017-06-03","2017-06-01",1200,21,"Topanga",2139,121,"RAPE, FORCIBLE","1259 0527 0413 1206 0400 1822",15,"F","H",505,"MOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,812,998,NA,"7400    WINNETKA                     AV","","(34.2047, -118.571)",2,0,1,1,0,34.2047,-118.571,"1306","Los Angeles","CA","4518",0.38,"305","US","1306","BlockApportionment:US.BlockGroups","1","2442","2327","0","0","296","178","156","180","71","18","85","70","25","80","0","156","124","516","51","77","178","66","115",4.7,4576,50,21,68.5,10.5,21.6127622377622,40.2,7,3.3,23.5,0.6,47.4,4.5,52.9,1570,22.8802447552448,2.89,24.7,11.1,62326,20.1,7.3,0,0,1,0
"1105","06037134720",596030,172105003,"2017-01-18","2013-11-01",1200,21,"Topanga",2139,121,"RAPE, FORCIBLE","0500 1259",14,"F","O",710,"OTHER PREMISE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"20200    RUNNYMEDE                    ST","","(34.2059, -118.5732)",1174,0,0,0,1,34.2059,-118.5732,"1306","Los Angeles","CA","4518",0.38,"305","US","1306","BlockApportionment:US.BlockGroups","1","2442","2327","0","0","296","178","156","180","71","18","85","70","25","80","0","156","124","516","51","77","178","66","115",4.7,4576,50,21,68.5,10.5,21.6127622377622,40.2,7,3.3,23.5,0.6,47.4,4.5,52.9,1570,22.8802447552448,2.89,24.7,11.1,62326,20.1,7.3,0,0,0,0
"1106","06037134720",580643,142106565,"2014-02-28","2014-02-26",1,21,"Topanga",2139,121,"RAPE, FORCIBLE","1309 0400 0527",73,"F","W",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"QUARTZ                       AV","SHERMAN                      WY","(34.2012, -118.5645)",2,0,1,1,0,34.2012,-118.5645,"1306","Los Angeles","CA","4518",0.38,"305","US","1306","BlockApportionment:US.BlockGroups","1","2442","2327","0","0","296","178","156","180","71","18","85","70","25","80","0","156","124","516","51","77","178","66","115",4.7,4576,50,21,68.5,10.5,21.6127622377622,40.2,7,3.3,23.5,0.6,47.4,4.5,52.9,1570,22.8802447552448,2.89,24.7,11.1,62326,20.1,7.3,1,0,0,0
"1107","06037134800",585848,142116894,"2014-10-15","2014-10-14",1800,21,"Topanga",2148,121,"RAPE, FORCIBLE","1822 0500 1402 0527",32,"F","W",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,998,NA,NA,"VANOWEN","WINNETKA","(34.1938, -118.571)",1,1,1,1,0,34.1938,-118.571,"1307","Los Angeles","CA","5984",0.73,"306","US","1307","BlockApportionment:US.BlockGroups","1","2870","2706","8","0","204","294","20","329","27","7","108","264","36","251","0","243","194","338","24","103","175","81","164",5.7,6614,52.2,23.5,66.3,10.2,24.2969458723919,56.1,4.1,0.5,12.6,0.1,60.2,4.9,59.1,1896,10.8557605080133,3.275,23.8,11.3,61295,9.8,4.1,1,0,0,0
"1108","06037134800",1126034,172106677,"2017-02-18","2017-02-18",700,21,"Topanga",2149,121,"RAPE, FORCIBLE","0527 0400 1813 2000 1402",31,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,998,NA,NA,"6900    LUBAO                        AV","","(34.1957, -118.5677)",0,1,1,1,0,34.1957,-118.5677,"1307","Los Angeles","CA","5984",0.73,"306","US","1307","BlockApportionment:US.BlockGroups","1","2870","2706","8","0","204","294","20","329","27","7","108","264","36","251","0","243","194","338","24","103","175","81","164",5.7,6614,52.2,23.5,66.3,10.2,24.2969458723919,56.1,4.1,0.5,12.6,0.1,60.2,4.9,59.1,1896,10.8557605080133,3.275,23.8,11.3,61295,9.8,4.1,1,0,0,0
"1109","06037134800",1124694,172100695,"2017-04-18","2017-04-17",1730,21,"Topanga",2148,121,"RAPE, FORCIBLE","0444 0537 0527 1813 2000 1402",25,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,626,998,NA,"20200    HARTLAND                     ST","","(34.1947, -118.5734)",1,1,1,1,0,34.1947,-118.5734,"1307","Los Angeles","CA","5984",0.73,"306","US","1307","BlockApportionment:US.BlockGroups","1","2870","2706","8","0","204","294","20","329","27","7","108","264","36","251","0","243","194","338","24","103","175","81","164",5.7,6614,52.2,23.5,66.3,10.2,24.2969458723919,56.1,4.1,0.5,12.6,0.1,60.2,4.9,59.1,1896,10.8557605080133,3.275,23.8,11.3,61295,9.8,4.1,0,0,1,0
"1110","06037134800",1011648,162100649,"2016-03-05","2016-02-27",30,21,"Topanga",2148,121,"RAPE, FORCIBLE","0527 1402",20,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"20200    SHERMAN                      WY","","(34.201, -118.5732)",7,0,1,1,0,34.201,-118.5732,"1307","Los Angeles","CA","5984",0.73,"306","US","1307","BlockApportionment:US.BlockGroups","1","2870","2706","8","0","204","294","20","329","27","7","108","264","36","251","0","243","194","338","24","103","175","81","164",5.7,6614,52.2,23.5,66.3,10.2,24.2969458723919,56.1,4.1,0.5,12.6,0.1,60.2,4.9,59.1,1896,10.8557605080133,3.275,23.8,11.3,61295,9.8,4.1,0,0,0,1
"1111","06037134800",306515,122107080,"2012-03-04","2012-01-25",1200,21,"Topanga",2148,121,"RAPE, FORCIBLE","0913 1814 2000 1813 1243 0448 0432 0537 0536 0527",19,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"20100    ARCHWOOD                     ST","","(34.192, -118.571)",39,0,0,0,1,34.192,-118.571,"1307","Los Angeles","CA","5984",0.73,"306","US","1307","BlockApportionment:US.BlockGroups","1","2870","2706","8","0","204","294","20","329","27","7","108","264","36","251","0","243","194","338","24","103","175","81","164",5.7,6614,52.2,23.5,66.3,10.2,24.2969458723919,56.1,4.1,0.5,12.6,0.1,60.2,4.9,59.1,1896,10.8557605080133,3.275,23.8,11.3,61295,9.8,4.1,0,0,1,0
"1112","06037134800",595576,162104775,"2016-01-19","2013-01-01",1,21,"Topanga",2148,121,"RAPE, FORCIBLE","",45,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",121,NA,NA,NA,"VANOWEN","WINNETKA","(34.1938, -118.571)",1113,0,0,0,1,34.1938,-118.571,"1307","Los Angeles","CA","5984",0.73,"306","US","1307","BlockApportionment:US.BlockGroups","1","2870","2706","8","0","204","294","20","329","27","7","108","264","36","251","0","243","194","338","24","103","175","81","164",5.7,6614,52.2,23.5,66.3,10.2,24.2969458723919,56.1,4.1,0.5,12.6,0.1,60.2,4.9,59.1,1896,10.8557605080133,3.275,23.8,11.3,61295,9.8,4.1,0,0,1,0
"1113","06037134901",78025,131010401,"2013-05-28","2013-05-17",1630,10,"West Valley",1031,121,"RAPE, FORCIBLE","1259 0342 0527 0536 0537 1206",16,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"19600    HAYNES                       ST","","(34.1896, -118.5596)",11,0,0,1,0,34.1896,-118.5596,"1308","Los Angeles","CA","3082",0.41,"307","US","1308","BlockApportionment:US.BlockGroups","1","1455","1355","0","0","74","63","7","235","38","8","70","102","91","88","0","66","162","151","18","72","83","27","100",6.9,3071,45,23.5,59.2,17.3,25.8547704330837,81.7,9,0,5.8,0.4,29.3,0,58.1,1093,13.2530120481928,2.78,12.6,13.1,66299,6,3.1,1,0,0,0
"1114","06037134901",202499,121016606,"2012-09-24","2012-09-24",100,10,"West Valley",1031,121,"RAPE, FORCIBLE","1415 2000 1821 0416",57,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,NA,NA,NA,"19400    VICTORY                      BL","","(34.1866, -118.5559)",0,1,1,1,0,34.1866,-118.5559,"1308","Los Angeles","CA","3082",0.41,"307","US","1308","BlockApportionment:US.BlockGroups","1","1455","1355","0","0","74","63","7","235","38","8","70","102","91","88","0","66","162","151","18","72","83","27","100",6.9,3071,45,23.5,59.2,17.3,25.8547704330837,81.7,9,0,5.8,0.4,29.3,0,58.1,1093,13.2530120481928,2.78,12.6,13.1,66299,6,3.1,0,0,1,0
"1115","06037134901",1143890,171013347,"2017-07-22","2016-07-30",1,10,"West Valley",1031,121,"RAPE, FORCIBLE","0527 1814 0501",20,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"6400    SHIRLEY                      AV","","(34.1876, -118.5573)",357,0,0,0,1,34.1876,-118.5573,"1308","Los Angeles","CA","3082",0.41,"307","US","1308","BlockApportionment:US.BlockGroups","1","1455","1355","0","0","74","63","7","235","38","8","70","102","91","88","0","66","162","151","18","72","83","27","100",6.9,3071,45,23.5,59.2,17.3,25.8547704330837,81.7,9,0,5.8,0.4,29.3,0,58.1,1093,13.2530120481928,2.78,12.6,13.1,66299,6,3.1,1,0,0,0
